id,sensitivity,specificity
sub-2052_ses-T1_task-rest_vol-4,0.9678843837816138,0.9996248164702616
sub-2052_ses-T1_task-rest_vol-5,0.9768198454656364,0.9994358009411196
sub-2052_ses-T2_task-rest_vol-0,0.9965197215777262,0.9986599964266571
sub-2052_ses-T2_task-rest_vol-1,0.9878391019644528,0.9986980369256988
sub-2052_ses-T2_task-rest_vol-2,0.9932314832720944,0.9985587560039426
sub-2057_ses-T1_task-rest_vol-0,0.9116374871266736,0.9996890866391775
sub-2057_ses-T1_task-rest_vol-1,0.9580972741849278,0.9994391458130426
sub-2057_ses-T1_task-rest_vol-2,0.9728852838933952,0.9976501525445148
sub-2057_ses-T1_task-rest_vol-3,0.939637611236196,0.9994391931617748
sub-2057_ses-T1_task-rest_vol-4,0.9788502643716952,0.9982113982710183
sub-2057_ses-T1_task-rest_vol-5,0.9040850705411666,0.9998039180196324
sub-2057_ses-T1_task-rest_vol-6,0.9514812744550027,0.9988224558571528
sub-2063_ses-T1_task-rest_vol-0,0.9284499054820416,0.9974940377468132
sub-2063_ses-T1_task-rest_vol-1,0.940647837250642,0.9964728923491686
sub-2063_ses-T1_task-rest_vol-2,0.9267399267399268,0.997416958544302
sub-2063_ses-T1_task-rest_vol-3,0.9242592779856406,0.9964874978481016
sub-2063_ses-T1_task-rest_vol-4,0.9475382533569272,0.9961706172578724
sub-2065_ses-T1_task-rest_vol-0,0.8793865030674847,0.9998678051447836
sub-2065_ses-T1_task-rest_vol-1,0.8774383511225616,0.9999879822497828
sub-2065_ses-T1_task-rest_vol-2,0.9056154424667836,0.9999879884929764
sub-2066_ses-T1_task-rest_vol-0,0.9746023258922604,0.9993403515926012
sub-2066_ses-T1_task-rest_vol-1,0.9594120819848976,0.9994903710099048
sub-2066_ses-T1_task-rest_vol-2,0.9649433910789796,0.9994695214604044
sub-2066_ses-T1_task-rest_vol-3,0.9685381068619474,0.9992866092357128
sub-2066_ses-T1_task-rest_vol-4,0.9689166341526856,0.999495954131826
sub-2074_ses-T1_task-rest_vol-0,0.9249259512417408,0.9999668888126328
sub-2074_ses-T1_task-rest_vol-1,0.920314253647587,0.9998705139092152
sub-2076_ses-T1_task-rest_vol-0,0.9889118102114492,0.999459842273944
sub-2076_ses-T1_task-rest_vol-1,0.9919237389116908,0.9992592348225612
sub-2076_ses-T1_task-rest_vol-2,0.990345937248592,0.9993463934711304
sub-2076_ses-T1_task-rest_vol-3,0.9872695928921894,0.9994511937286138
sub-2076_ses-T1_task-rest_vol-4,0.9813519813519812,0.99966607703693
sub-2076_ses-T1_task-rest_vol-5,0.9811434787864136,0.9993598201485338
sub-2076_ses-T1_task-rest_vol-6,0.9816433566433568,0.9992912572375848
sub-2076_ses-T1_task-rest_vol-7,0.9770783847980996,0.9997143475698496
sub-2076_ses-T1_task-rest_vol-8,0.9703513481965682,0.9997322704369408
sub-2076_ses-T2_task-rest_vol-0,0.960109103307194,0.9996508054052916
sub-2076_ses-T2_task-rest_vol-1,0.9248715753424658,0.9998371767657276
sub-2076_ses-T2_task-rest_vol-2,0.9350837988826816,0.9996175182657616
sub-2076_ses-T2_task-rest_vol-3,0.980447879959077,0.9987116001143906
sub-2076_ses-T2_task-rest_vol-4,0.9771409075400888,0.9990969268420434
sub-2079_ses-T1_task-rest_vol-0,0.961766801234861,0.9987130528911208
sub-2079_ses-T1_task-rest_vol-1,0.9688720558645992,0.9985355277362626
sub-2079_ses-T1_task-rest_vol-2,0.9607729018740544,0.9986281629718322
sub-2079_ses-T1_task-rest_vol-3,0.9639597472501756,0.998502012356894
sub-2079_ses-T1_task-rest_vol-4,0.9746282747226812,0.9985504544114904
sub-2079_ses-T2_task-rest_vol-0,0.9027737508456556,0.9987902433123138
sub-2079_ses-T2_task-rest_vol-1,0.9301673275945448,0.998865880545466
sub-2079_ses-T2_task-rest_vol-2,0.9277131413312988,0.9989258893938384
sub-2079_ses-T2_task-rest_vol-3,0.8878758486905917,0.9990564953641262
sub-2081_ses-T1_task-rest_vol-0,0.9660437556973565,0.999696973298
sub-2081_ses-T1_task-rest_vol-1,0.9458351316357358,0.999753239108331
sub-2081_ses-T1_task-rest_vol-2,0.9703370786516854,0.9996612607044588
sub-2081_ses-T1_task-rest_vol-3,0.9374167776298268,0.9993016054159756
sub-2081_ses-T1_task-rest_vol-4,0.9144259496372172,0.9995807389698668
sub-2081_ses-T1_task-rest_vol-5,0.9292996453900708,0.999248097955302
sub-2081_ses-T1_task-rest_vol-6,0.9395134779750164,0.9995095547648984
sub-2081_ses-T1_task-rest_vol-7,0.9116057920899072,0.9990218958571788
sub-2084_ses-T1_task-rest_vol-0,0.9713990351481736,0.9973498180957732
sub-2084_ses-T1_task-rest_vol-1,0.9837819185645272,0.997749146687016
sub-2084_ses-T1_task-rest_vol-2,0.9970014992503748,0.998126056679396
sub-2084_ses-T1_task-rest_vol-3,0.9893465909090908,0.9983913701741104
sub-2084_ses-T1_task-rest_vol-4,0.9936575052854124,0.9981310290577666
sub-2084_ses-T1_task-rest_vol-5,0.9714964370546318,0.9994046631756036
sub-2084_ses-T1_task-rest_vol-6,0.9694061187762448,0.9989812176817964
sub-2084_ses-T1_task-rest_vol-7,0.98325007346459,0.9985603796332226
sub-2084_ses-T1_task-rest_vol-8,0.9722473604826546,0.9989368538573844
sub-2086_ses-T1_task-rest_vol-0,0.96011396011396,0.9996177573915054
sub-2086_ses-T1_task-rest_vol-1,0.9531829860119896,0.9996177653197584
sub-2086_ses-T1_task-rest_vol-2,0.9519450800915332,0.9996296252400028
sub-2086_ses-T1_task-rest_vol-3,0.955,0.9997067466053698
sub-2086_ses-T1_task-rest_vol-4,0.9354649457318862,0.9994253265122948
sub-2091_ses-T1_task-rest_vol-0,0.9123173277661796,0.9994256415165456
sub-2091_ses-T1_task-rest_vol-1,0.9237854702124498,0.9994794486942838
sub-2091_ses-T1_task-rest_vol-2,0.9076252723311546,0.9994941740220948
sub-2091_ses-T1_task-rest_vol-3,0.8783189197390381,0.9999072969279398
sub-2091_ses-T1_task-rest_vol-4,0.9257592800899888,0.9998446690105716
sub-2091_ses-T1_task-rest_vol-5,0.8541310541310542,0.999973051633071
sub-2095_ses-T1_task-rest_vol-0,0.9341807417725928,0.9995495885148056
sub-2095_ses-T1_task-rest_vol-1,0.9634831460674156,0.9993408808933002
sub-2095_ses-T1_task-rest_vol-2,0.9327154136628903,0.9993823955890514
sub-2095_ses-T1_task-rest_vol-3,0.9368088467614534,0.9988935116837412
sub-2095_ses-T1_task-rest_vol-4,0.9377295784502362,0.9991529341585266
sub-2095_ses-T1_task-rest_vol-5,0.9368635437881874,0.999742605905698
sub-2095_ses-T1_task-rest_vol-6,0.9535058681913932,0.9996380994538592
sub-2095_ses-T1_task-rest_vol-7,0.9684684684684683,0.9995366966169886
sub-2095_ses-T1_task-rest_vol-8,0.914706715783508,0.9999401079255182
sub-2100_ses-T1_task-rest_vol-0,0.9674181049665376,0.999490030240312
sub-2100_ses-T1_task-rest_vol-1,0.7010344827586207,0.994650826988711
sub-2100_ses-T1_task-rest_vol-2,0.9692307692307692,0.9996389590084204
sub-2100_ses-T1_task-rest_vol-3,0.9673213681002372,0.9995881654261892
sub-2100_ses-T1_task-rest_vol-4,0.9659909532585024,0.9995851031123236
sub-2100_ses-T2_task-rest_vol-0,0.9978197674418604,0.9974951714147756
sub-2100_ses-T2_task-rest_vol-1,0.9990174672489084,0.996133585669857
sub-2100_ses-T2_task-rest_vol-2,0.9966685174902832,0.9958341742297138
sub-2100_ses-T2_task-rest_vol-3,0.999426539740796,0.9949499357456068
sub-2100_ses-T2_task-rest_vol-4,1.0,0.9941376406184202
sub-2100_ses-T2_task-rest_vol-5,0.9979788906355266,0.9927368211848738
sub-2100_ses-T2_task-rest_vol-6,1.0,0.989971505865468
sub-2100_ses-T2_task-rest_vol-7,1.0,0.9906425789701429
sub-2101_ses-T2_task-rest_vol-0,0.9371295512277732,0.9999426923726564
sub-2101_ses-T2_task-rest_vol-1,0.9105882352941176,0.9999607508068727
sub-2101_ses-T2_task-rest_vol-2,0.9008365639665374,0.9999909417554876
sub-2101_ses-T2_task-rest_vol-3,0.9065286461002358,0.999966790949024
sub-2101_ses-T2_task-rest_vol-4,0.9134857382550337,0.9997556236725236
sub-2101_ses-T2_task-rest_vol-5,0.9267650158061116,0.9999336353928484
sub-2101_ses-T2_task-rest_vol-6,0.9304412864622288,0.9998582770713408
sub-2101_ses-T2_task-rest_vol-7,0.925333615759373,0.999942693409742
sub-2101_ses-T2_task-rest_vol-8,0.9399957292333974,0.9999035057564848
sub-2103_ses-T2_task-rest_vol-0,0.8755173841059603,0.9999668002704268
sub-2103_ses-T2_task-rest_vol-1,0.8855001561361507,0.999945682514296
sub-2103_ses-T2_task-rest_vol-2,0.8804445779513368,1.0
sub-2103_ses-T2_task-rest_vol-3,0.8887319681226672,1.0
sub-2103_ses-T2_task-rest_vol-4,0.9127789046653144,0.9999879381831888
sub-2103_ses-T2_task-rest_vol-5,0.8830772468953905,0.9999909499532414
sub-2103_ses-T2_task-rest_vol-6,0.9280265339966832,0.9999668621798058
sub-2103_ses-T2_task-rest_vol-7,0.9016860083205606,0.999978906640792
sub-2103_ses-T2_task-rest_vol-8,0.9098707785861656,0.9999879439272056
sub-2103_ses-T2_task-rest_vol-9,0.9319899244332494,0.999927680565056
sub-2107_ses-T2_task-rest_vol-0,0.962438682550806,0.9992601622850502
sub-2107_ses-T2_task-rest_vol-1,0.9306756756756756,0.9992535792225232
sub-2107_ses-T2_task-rest_vol-2,0.9611197511664076,0.9990476732381206
sub-2107_ses-T2_task-rest_vol-3,0.9048513302034428,0.9997668872272132
sub-2107_ses-T2_task-rest_vol-4,0.7614638447971781,0.9999551150849224
sub-2117_ses-T1_task-rest_vol-0,0.9631828978622328,0.9991456807763291
sub-2117_ses-T1_task-rest_vol-1,0.9846735668789808,0.9994880464806172
sub-2117_ses-T1_task-rest_vol-2,0.978838014621008,0.9996158358993908
sub-2117_ses-T1_task-rest_vol-3,0.989428263214671,0.9992716072506296
sub-2117_ses-T1_task-rest_vol-4,0.9891304347826086,0.9990103541327374
sub-2117_ses-T1_task-rest_vol-5,0.993566992014197,0.9989895507661584
sub-2117_ses-T2_task-rest_vol-0,0.9069691351292398,0.9997649349201232
sub-2117_ses-T2_task-rest_vol-1,0.9163920017578554,0.9995600952122692
sub-2117_ses-T2_task-rest_vol-2,0.9172645739910312,0.9994368691127226
sub-2136_ses-T1_task-rest_vol-0,0.9508724377435204,0.9998507859106088
sub-2136_ses-T1_task-rest_vol-1,0.9464529331514324,0.9998985462271132
sub-2136_ses-T1_task-rest_vol-2,0.9383846794338052,0.9998955183335472
sub-2136_ses-T1_task-rest_vol-3,0.9570488396259093,0.99985680959853
sub-2136_ses-T1_task-rest_vol-4,0.9584631360332296,0.99975239697626
sub-2142_ses-T1_task-rest_vol-0,0.9935539321014182,0.9995867252585195
sub-2142_ses-T1_task-rest_vol-1,0.9860783893767402,0.999589680158657
sub-2142_ses-T1_task-rest_vol-2,0.9887925565658702,0.9995241819647122
sub-2142_ses-T1_task-rest_vol-3,0.9878335112059764,0.9996075014793032
sub-2150_ses-T1_task-rest_vol-0,0.6049084691209012,0.9998869118299154
sub-2150_ses-T1_task-rest_vol-1,0.5341932841932842,0.9998601639949064
sub-2150_ses-T1_task-rest_vol-2,0.4884302689180738,0.9999137405374856
sub-2150_ses-T1_task-rest_vol-3,0.543031536113937,0.999830396010438
sub-2150_ses-T1_task-rest_vol-4,0.3640866873065015,0.9998988537752828
sub-2150_ses-T1_task-rest_vol-5,0.3671271840715156,0.999904781741899
sub-2150_ses-T1_task-rest_vol-6,0.4116775967844299,0.9998245431430568
sub-2150_ses-T1_task-rest_vol-7,0.3005008347245409,0.9999345627602616
sub-2150_ses-T2_task-rest_vol-0,0.9629317607413648,0.9993296922295398
sub-2150_ses-T2_task-rest_vol-1,0.9743867243867244,0.999032091284012
sub-2150_ses-T2_task-rest_vol-2,0.9828987265009096,0.9989150916462056
sub-2150_ses-T2_task-rest_vol-3,0.9715922375496844,0.9994284648566047
sub-2150_ses-T2_task-rest_vol-4,0.9638724911452184,0.999458682433042
sub-2152_ses-T1_task-rest_vol-0,0.9886531820424272,0.9988989072173516
sub-2152_ses-T1_task-rest_vol-1,0.9660056657223796,0.9993912506384444
sub-2152_ses-T1_task-rest_vol-2,0.9562113279390766,0.9992903589774044
sub-2152_ses-T1_task-rest_vol-3,0.938961906883493,0.9995304648101204
sub-2152_ses-T1_task-rest_vol-4,0.944268953068592,0.9994295222248634
sub-2152_ses-T1_task-rest_vol-5,0.9749367670728905,0.9994177808539016
sub-2152_ses-T2_task-rest_vol-0,0.957847295864263,0.9996131330822196
sub-2152_ses-T2_task-rest_vol-1,0.9607399520894332,0.9995232069281932
sub-2152_ses-T2_task-rest_vol-2,0.960303943403642,0.9997720175546484
sub-2152_ses-T2_task-rest_vol-3,0.943751590735556,0.999780868959638
sub-2152_ses-T2_task-rest_vol-4,0.9674850696748508,0.9995531657754972
sub-2152_ses-T2_task-rest_vol-5,0.9564704339845288,0.9995680410361016
sub-2157_ses-T1_task-rest_vol-0,0.7150184653262207,0.999732236892996
sub-2157_ses-T1_task-rest_vol-1,0.7361355633802817,0.9996879161118508
sub-2157_ses-T1_task-rest_vol-2,0.7106149957877,0.9997353112620596
sub-2157_ses-T1_task-rest_vol-3,0.681227143437627,0.9998303924777576
sub-2157_ses-T1_task-rest_vol-4,0.6810832659660468,0.9996964683196248
sub-2160_ses-T1_task-rest_vol-0,0.9800671422576585,0.9994140845740662
sub-2160_ses-T1_task-rest_vol-1,0.9761904761904762,0.9994411647553312
sub-2160_ses-T1_task-rest_vol-2,0.985726643598616,0.9993667649716976
sub-2160_ses-T1_task-rest_vol-3,0.9892336922102596,0.9993249171016044
sub-2160_ses-T1_task-rest_vol-4,0.9788578901482128,0.9992182019238772
sub-2160_ses-T1_task-rest_vol-5,0.9766666666666668,0.9992748713193776
sub-2161_ses-T1_task-rest_vol-0,0.960512714492454,0.9996013743659918
sub-2161_ses-T1_task-rest_vol-1,0.942655935613682,0.999723232407402
sub-2161_ses-T1_task-rest_vol-2,0.9668276296451817,0.9994378831094284
sub-2161_ses-T1_task-rest_vol-3,0.9682407020476388,0.9995062550936034
sub-2161_ses-T1_task-rest_vol-4,0.9658999192897498,0.9996488471473296
sub-2161_ses-T1_task-rest_vol-5,0.9534486440316036,0.9996045303574986
sub-2161_ses-T1_task-rest_vol-6,0.9807649789962416,0.9993342625917988
sub-2161_ses-T1_task-rest_vol-7,0.9825670080627588,0.9993608856044685
sub-2161_ses-T1_task-rest_vol-8,0.94417377182298,0.9997679027333916
sub-2164_ses-T1_task-rest_vol-0,0.973114573280022,0.9994696454414976
sub-2164_ses-T1_task-rest_vol-1,0.9707937395192844,0.9993979079548042
sub-2164_ses-T1_task-rest_vol-2,0.9776710005652912,0.9995118532804658
sub-2164_ses-T1_task-rest_vol-3,0.9884483742156304,0.9990718007066292
sub-2164_ses-T2_task-rest_vol-0,0.9654932637983484,0.9996266924036455
sub-2164_ses-T2_task-rest_vol-1,0.957441320608718,0.9994686681179618
sub-2164_ses-T2_task-rest_vol-2,0.973157335223246,0.9992660082983524
sub-2164_ses-T2_task-rest_vol-3,0.9708192039978584,0.9994541915060068
sub-2168_ses-T1_task-rest_vol-0,0.9294736842105265,0.999607425604178
sub-2168_ses-T1_task-rest_vol-1,0.9646056368800524,0.999188502296271
sub-2168_ses-T1_task-rest_vol-2,0.9604916593503072,0.9990785766089242
sub-2168_ses-T1_task-rest_vol-3,0.9717346706177342,0.9988859345523684
sub-2168_ses-T1_task-rest_vol-4,0.9822621515779776,0.9987405354506596
sub-2168_ses-T2_task-rest_vol-0,0.9887818696883852,0.999611641132322
sub-2168_ses-T2_task-rest_vol-1,0.9874865927779763,0.9995490091731534
sub-2168_ses-T2_task-rest_vol-2,0.9797817346352672,0.9994131579026564
sub-2168_ses-T2_task-rest_vol-3,0.994638389133802,0.9993174964446676
sub-2168_ses-T2_task-rest_vol-4,0.9673112338858196,0.9995907361933652
sub-2176_ses-T1_task-rest_vol-0,0.9682438192668372,0.99938150460898
sub-2176_ses-T1_task-rest_vol-1,0.9676458067262664,0.9994052822827644
sub-2176_ses-T1_task-rest_vol-2,0.967448742337772,0.9994141455595504
sub-2176_ses-T1_task-rest_vol-3,0.9499257373223,0.9992357536450388
sub-2176_ses-T1_task-rest_vol-4,0.9681720430107528,0.999375635513852
sub-2176_ses-T1_task-rest_vol-5,0.974279379157428,0.9993045690408402
sub-2176_ses-T2_task-rest_vol-0,0.9927469339311618,0.9982453982945872
sub-2176_ses-T2_task-rest_vol-1,0.9970881863560732,0.9971328419917312
sub-2176_ses-T2_task-rest_vol-2,0.9904537727213286,0.998173063942762
sub-2176_ses-T2_task-rest_vol-3,0.9840335034681325,0.9979991060473796
sub-2177_ses-T1_task-rest_vol-0,0.8795162278015921,0.9997817377264844
sub-2177_ses-T1_task-rest_vol-1,0.7729320888316704,0.999898440160345
sub-2177_ses-T1_task-rest_vol-2,0.8517011232296924,0.9997849777063692
sub-2177_ses-T1_task-rest_vol-3,0.8395387149917628,0.9991072548235111
sub-2177_ses-T1_task-rest_vol-4,0.8980734398155772,0.999602889056757
sub-2177_ses-T1_task-rest_vol-5,0.782661996497373,0.9996570051479052
sub-2177_ses-T2_task-rest_vol-0,0.9652477152477152,0.999425867811324
sub-2177_ses-T2_task-rest_vol-1,0.942634235888022,0.9995515776041604
sub-2177_ses-T2_task-rest_vol-2,0.9567651262505956,0.9996271753117896
sub-2177_ses-T2_task-rest_vol-3,0.9306214689265536,0.9997169885169596
sub-2177_ses-T2_task-rest_vol-4,0.9016450417052828,0.999317005656517
sub-2191_ses-T1_task-rest_vol-0,0.9696969696969696,0.9992393855661528
sub-2191_ses-T1_task-rest_vol-1,0.957724656927844,0.9994590963937778
sub-2191_ses-T1_task-rest_vol-2,0.9476234425473004,0.9990880953371076
sub-2191_ses-T1_task-rest_vol-3,0.8205828779599271,0.9993909685086156
sub-2191_ses-T2_task-rest_vol-0,0.9728804967684704,0.9993455438440592
sub-2191_ses-T2_task-rest_vol-1,0.9684317718940936,0.9994146534748573
sub-2191_ses-T2_task-rest_vol-2,0.963166645351068,0.999603809432337
sub-2192_ses-T1_task-rest_vol-0,0.9652831652443756,0.9994402029562048
sub-2192_ses-T1_task-rest_vol-1,0.9579088987122814,0.999452036844566
sub-2192_ses-T1_task-rest_vol-2,0.9332046332046332,0.9990351744428432
sub-2192_ses-T1_task-rest_vol-3,0.9731037151702786,0.9993419171947212
sub-2192_ses-T1_task-rest_vol-4,0.9814499337497634,0.9992821163567256
sub-2192_ses-T1_task-rest_vol-5,0.9601959583588487,0.9995715471610536
sub-2206_ses-T2_task-rest_vol-0,0.9450563860477316,0.9976542298854713
sub-2206_ses-T2_task-rest_vol-1,0.9484577380157564,0.9972683903892918
sub-2206_ses-T2_task-rest_vol-2,0.9400812901534024,0.9975072368125028
sub-2206_ses-T2_task-rest_vol-3,0.9483457565058192,0.997564085257016
sub-2228_ses-T1_task-rest_vol-0,0.8659217877094972,0.9988684154251908
sub-2228_ses-T1_task-rest_vol-1,0.2082612456747405,0.98897635922561
sub-2228_ses-T1_task-rest_vol-2,0.9040217123118678,0.9989463968255382
sub-2228_ses-T1_task-rest_vol-3,0.9133156754153624,0.9991954613331592
sub-2228_ses-T1_task-rest_vol-4,0.8904739990796134,0.9992425277591298
sub-2228_ses-T1_task-rest_vol-5,0.3793333333333333,0.9914975690358168
sub-2228_ses-T1_task-rest_vol-6,0.858183473708172,0.999281043615697
sub-2228_ses-T1_task-rest_vol-7,0.4049851360621999,0.9921127446757312
sub-2228_ses-T1_task-rest_vol-8,0.5253382251777116,0.9935418900814244
sub-2228_ses-T1_task-rest_vol-9,0.4877058425445522,0.9933414349341424
sub-2228_ses-T1_task-rest_vol-10,0.3041974169741697,0.9907323796397508
sub-2228_ses-T2_task-rest_vol-0,0.9399085564990204,0.9995358733717896
sub-2228_ses-T2_task-rest_vol-1,0.9335717381881232,0.9996382971027598
sub-2228_ses-T2_task-rest_vol-2,0.9302874302874304,0.9996532677255568
sub-2228_ses-T2_task-rest_vol-3,0.9382305630026808,0.9992643223474148
sub-2228_ses-T2_task-rest_vol-4,0.8487421717439763,0.9997436446492608
sub-2228_ses-T2_task-rest_vol-5,0.8874137570562408,0.9996801699323528
sub-S1_ses-1_task-rest_vol-0,0.8840851063829788,0.9996031236851608
sub-S1_ses-1_task-rest_vol-1,0.8983271073574793,0.9995968163423776
sub-S1_ses-1_task-rest_vol-2,0.8817332200509771,0.999170414225904
sub-S1_ses-1_task-rest_vol-3,0.8898001025115325,0.9996717779786894
